    i     j      r(x)           v(x)           r(y)           v(y)           r(z)           v(z)
   15    99   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.02536800    -0.00444396
   15   100    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
   16    17    1.12403800    24.27878994    -0.17632800    -3.80852648    -0.00000000     0.00000000
   16    18    0.17632800     3.80852648     1.12403800    24.27878994    -0.00000000     0.00000000
   16    19   -0.12076400    -5.83216021     0.11693900     5.64747709     0.00000000     0.00000000
   16    20    0.00000000     0.00000000     0.00000000     0.00000000    -0.79463600    -2.61211452
   16    21    0.00000000     0.00000000    -0.00000000    -0.00000000     0.08791600     0.28898143
   16    22   -1.93085800    -0.85989562     1.86971200     0.83267137     0.00000000    -0.00000000
   16    23   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.03319000    -0.05895334
   16    24    0.00000000     0.00000000    -0.00000000     0.00000000    -0.60350200    -1.07200403
   16    25   -0.20678300    -0.73152975    -0.21354500    -0.75545867    -0.00000000    -0.00000000
   16    26   -0.17273400    -0.00562645     0.16726400     0.00545009     0.00000000     0.00000000
   16    27   -0.34914300     0.15605106     0.33808600    -0.15111496     0.00000000     0.00000000
   16    28    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.69038800    -0.24177929
   16    29    0.00000000     0.00000000    -0.00000000    -0.00000000     0.16784000     0.05877629
   16    30   -0.24477600    -0.34328774    -0.43146000    -0.60509716     0.00000000     0.00000000
   16    31   -0.43146000    -0.60509716     0.24477600     0.34328774    -0.00000000    -0.00000000
   16    32   -0.45300100    -0.29855901     0.43865500     0.28910573     0.00000000     0.00000000
   16    33    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.08868900    -0.05056790
   16    34    0.00000000     0.00000000     0.00000000     0.00000000     1.01424000     0.57831593
   16    35   -0.00000000    -0.00000000     0.00000000     0.00000000     0.00751900     0.03070751
   16    36   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00083600    -0.00341635
   16    37   -0.25692100    -0.22393458     0.24878400     0.21684254    -0.00000000    -0.00000000
   16    38    0.03790700     0.16463607    -0.03670700    -0.15942004    -0.00000000    -0.00000000
   16    39   -0.22548900    -0.11670157     0.21834800     0.11300772     0.00000000    -0.00000000
   16    40   -0.46308300    -0.23054779     0.44841800     0.22324690     0.00000000     0.00000000
   16    41   -0.00000000     0.00000000    -0.00000000     0.00000000     0.12266000     0.11003987
   16    42   -0.00000000    -0.00000000     0.00000000    -0.00000000    -0.01782600    -0.01599250
   16    43   -0.00205300     0.06638109     0.00120500    -0.03897208     0.00000000     0.00000000
   16    44    0.00120500    -0.03897208     0.00205300    -0.06638109     0.00000000     0.00000000
   16    45    0.01853700    -0.02709372    -0.01795000     0.02623509     0.00000000     0.00000000
   16    46   -0.19249100    -0.06541712     0.18639600     0.06334692    -0.00000000    -0.00000000
   16    47    0.27730200     0.05192468     0.28637100     0.05362272    -0.00000000    -0.00000000
   16    48    0.15172000     0.09074268    -0.14691600    -0.08786994    -0.00000000    -0.00000000
   16    49    0.00000000     0.00000000    -0.00000000    -0.00000000     0.01086700    -0.01707435
   16    50   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00131000     0.00205895
   16    51   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.01692900    -0.00720121
   16    52   -0.00000000     0.00000000    -0.00000000    -0.00000000     0.60158300     0.25590757
   16    53    0.11629200     0.11573996     0.10357400     0.10308237     0.00000000     0.00000000
   16    54   -0.10357400    -0.10308237     0.11629200     0.11573996     0.00000000     0.00000000
   16    55   -0.06359000    -0.04167578     0.06157700     0.04035626     0.00000000     0.00000000
   16    56    0.31161700     0.15155143    -0.30174800    -0.14675338    -0.00000000    -0.00000000
   16    57    0.00000000     0.00000000     0.00000000     0.00000000    -0.02195200    -0.01283514
   16    58    0.00000000     0.00000000    -0.00000000    -0.00000000     0.88957400     0.52015400
   16    59    0.25454100     0.09383731    -0.27841400    -0.10263659    -0.00000000    -0.00000000
   16    60    0.27841400     0.10263659     0.25454100     0.09383731     0.00000000     0.00000000
   16    61   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.01698200    -0.01020229
   16    62   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.18914600    -0.11364558
   16    63    0.88431300     0.36281918     0.30547500     0.12533218     0.00000000     0.00000000
   16    64    0.30547500     0.12533218    -0.88431300    -0.36281918    -0.00000000    -0.00000000
   16    65   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000
   16    66   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
   16    67   -0.05605700    -0.02971853    -0.05789100    -0.03068909     0.00000000    -0.00000000
   16    68    0.00000000     0.00000000     0.00000000     0.00000000     0.01341300     0.00290416
   16    69   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.22559300    -0.04883335
   16    70    0.24925100     0.11339491     0.16912800     0.07694265     0.00000000     0.00000000
   16    71   -0.16912800    -0.07694265     0.24925100     0.11339491     0.00000000     0.00000000
   16    72    0.07053000     0.02390528    -0.06829700    -0.02314855    -0.00000000    -0.00000000
   16    73    0.00000000    -0.00000000    -0.00000000     0.00000000    -0.01323100    -0.00796786
   16    74   -0.00000000     0.00000000     0.00000000     0.00000000     0.38081600     0.22936157
   16    75    0.09984500     0.07431174    -0.09668300    -0.07195916     0.00000000     0.00000000
   16    76    0.02202200     0.01562567    -0.02132500    -0.01513036    -0.00000000     0.00000000
   16    77    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00260700    -0.00041426
   16    78   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.06390500     0.01014451
   16    79    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000
   16    80   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000     0.00000000
   16    81   -0.03978000    -0.05310010    -0.00942100    -0.01257435     0.00000000     0.00000000
   16    82   -0.00942100    -0.01257435     0.03978000     0.05310010    -0.00000000    -0.00000000
   16    83   -0.17111000    -0.05987097    -0.31930400    -0.11172398    -0.00000000    -0.00000000
   16    84   -0.31930400    -0.11172398     0.17111000     0.05987097    -0.00000000    -0.00000000
   16    85    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00040100    -0.00027755
   16    86    0.00000000     0.00000000     0.00000000     0.00000000     0.06245000    -0.04326130
   16    87   -0.20590300    -0.07177756     0.19938200     0.06950425    -0.00000000     0.00000000
   16    88    0.00000000     0.00000000    -0.00000000     0.00000000     0.07654500     0.01709712
   16    89   -0.00000000     0.00000000     0.00000000    -0.00000000    -0.01102900    -0.00246308
   16    90   -0.15871400    -0.02211905     0.15368700     0.02141907    -0.00000000     0.00000000
   16    91    0.11423700     0.02901162    -0.11062000    -0.02809247     0.00000000     0.00000000
   16    92    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00748200    -0.00012342
   16    93   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.18750000     0.00310841
   16    94   -0.08886600    -0.00109556     0.08605200     0.00106072    -0.00000000    -0.00000000
   16    95   -0.06946900    -0.08730503     0.03629900     0.04561907     0.00000000     0.00000000
   16    96    0.03629900     0.04561907     0.06946900     0.08730503    -0.00000000    -0.00000000
   16    97    0.14371100     0.06976283    -0.13916000    -0.06755374    -0.00000000    -0.00000000
   16    98   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.02536800     0.00444396
   16    99    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00502500     0.00088024
   16   100   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
   17    18   -0.00000000     0.00000000    -0.00000000     0.00000000    -0.00000000    -0.00000000
   17    19    0.00000000     0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000
   17    20    0.80575100     1.68364141    -0.21935100    -0.45832796     0.00000000     0.00000000
   17    21   -0.21935100    -0.45832796    -0.80575100    -1.68364141     0.00000000     0.00000000
   17    22    0.00000000     0.00000000    -0.00000000     0.00000000    -0.00000000    -0.00000000
   17    23   -0.02231000    -0.09631203    -0.10439300    -0.45065473    -0.00000000    -0.00000000
   17    24   -0.10439300    -0.45065473     0.02231000     0.09631203     0.00000000     0.00000000
   17    25   -0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000
   17    26    0.00000000     0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000
   17    27    0.00000000    -0.00000000     0.00000000    -0.00000000     0.00000000     0.00000000
   17    28    0.47894600     0.13968277    -0.19916400    -0.05808187     0.00000000     0.00000000
   17    29   -0.19916400    -0.05808187    -0.47894600    -0.13968277     0.00000000     0.00000000
   17    30   -0.00000000    -0.00000000    -0.00000000     0.00000000    -0.12053000    -0.04791877
   17    31    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.31978800    -0.12713266
   17    32    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
   17    33   -0.17560400    -0.09714997    -0.70890200    -0.39218584    -0.00000000    -0.00000000
   17    34    0.70890200     0.39218584    -0.17560400    -0.09714997    -0.00000000    -0.00000000
   17    35   -0.16659200    -0.15250547     0.04544800     0.04160199    -0.00000000    -0.00000000
   17    36    0.04544800     0.04160199     0.16659200     0.15250547     0.00000000     0.00000000
   17    37   -0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
   17    38   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
   17    39    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000    -0.00000000
   17    40    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
   17    41   -0.10625600    -0.04694151     0.03285900     0.01451483    -0.00000000    -0.00000000
   17    42    0.03285900     0.01451483     0.10625600     0.04694151     0.00000000    -0.00000000
   17    43   -0.00000000    -0.00000000    -0.00000000     0.00000000     0.06840900    -0.04127867
   17    44   -0.00000000    -0.00000000    -0.00000000     0.00000000    -0.02694700     0.01626077
   17    45   -0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000    -0.00000000
   17    46    0.00000000     0.00000000    -0.00000000     0.00000000    -0.00000000    -0.00000000
   17    47    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
   17    48   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
   17    49   -0.04320400    -0.02495127     0.01221500     0.00705348     0.00000000     0.00000000
   17    50    0.01221500     0.00705348     0.04320400     0.02495127    -0.00000000    -0.00000000
   17    51   -0.00751800     0.00237585    -0.05865800     0.01853371    -0.00000000    -0.00000000
   17    52   -0.05865800     0.01853371     0.00751800    -0.00237585    -0.00000000    -0.00000000
   17    53   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.69151500     0.29980844
   17    54    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.84200700    -0.36505595
   17    55    0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
   17    56   -0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
   17    57    0.00169100    -0.00160031     0.01284100    -0.01215449     0.00000000     0.00000000
   17    58    0.01284100    -0.01215449    -0.00169100     0.00160031    -0.00000000    -0.00000000
   17    59   -0.00000000    -0.00000000     0.00000000     0.00000000     0.04324400    -0.05331242
   17    60   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.03458200    -0.04263320
   17    61    0.01596200     0.00870330     0.24127000     0.13154632    -0.00000000    -0.00000000
   17    62   -0.24127000    -0.13154632     0.01596200     0.00870330    -0.00000000     0.00000000
   17    63    0.00000000     0.00000000    -0.00000000    -0.00000000     0.27442300     0.24920541
   17    64    0.00000000     0.00000000     0.00000000     0.00000000     0.14574200     0.13234899
   17    65    0.06942000     0.03381546    -1.04776600    -0.51039113    -0.00000000    -0.00000000
   17    66    1.04776600     0.51039113     0.06942000     0.03381546    -0.00000000    -0.00000000
   17    67    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
   17    68    0.00338700     0.00138296     0.03509600     0.01433942    -0.00000000     0.00000000
   17    69    0.03509600     0.01433942    -0.00338700    -0.00138296     0.00000000    -0.00000000
   17    70   -0.00000000    -0.00000000     0.00000000     0.00000000     0.20791000     0.12931209
   17    71   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.19438100    -0.12089671
   17    72   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
   17    73   -0.00583900     0.00159458    -0.04807300     0.01313364     0.00000000     0.00000000
   17    74   -0.04807300     0.01313364     0.00583900    -0.00159458    -0.00000000    -0.00000000
   17    75   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000    -0.00000000
   17    76   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
   17    77   -0.01523300    -0.00795857    -0.13206900    -0.06899818     0.00000000    -0.00000000
   17    78   -0.13206900    -0.06899818     0.01523300     0.00795857    -0.00000000    -0.00000000
   17    79   -0.31391600    -0.12339251     0.40560000     0.15943085    -0.00000000    -0.00000000
   17    80   -0.40560000    -0.15943085    -0.31391600    -0.12339251    -0.00000000    -0.00000000
   17    81   -0.00000000     0.00000000    -0.00000000    -0.00000000     0.32021500     0.36778229
   17    82   -0.00000000    -0.00000000     0.00000000    -0.00000000     0.13093000     0.15037902
   17    83    0.00000000     0.00000000     0.00000000     0.00000000    -0.04136500    -0.01293752
   17    84    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.11831400    -0.03700542
   17    85   -0.02655100    -0.01190300    -0.17666200    -0.07919441     0.00000000     0.00000000
   17    86    0.17666200     0.07919441    -0.02655100    -0.01190300    -0.00000000    -0.00000000
   17    87    0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
   17    88   -0.01943800     0.01921223     0.00598500    -0.00591570    -0.00000000     0.00000000
   17    89    0.00598500    -0.00591570     0.01943800    -0.01921223    -0.00000000    -0.00000000
   17    90    0.00000000     0.00000000    -0.00000000     0.00000000    -0.00000000     0.00000000
   17    91   -0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
   17    92   -0.03934000    -0.00994557    -0.33843900    -0.08556024     0.00000000     0.00000000
   17    93   -0.33843900    -0.08556024     0.03934000     0.00994557    -0.00000000     0.00000000
   17    94    0.00000000     0.00000000    -0.00000000     0.00000000    -0.00000000     0.00000000
   17    95   -0.00000000     0.00000000    -0.00000000    -0.00000000     0.09500000     0.05255006
   17    96   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.03210600    -0.01775924
   17    97   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
   17    98   -0.17812400    -0.11190947     0.06525100     0.04099587    -0.00000000     0.00000000
   17    99   -0.06525100    -0.04099587    -0.17812400    -0.11190947    -0.00000000     0.00000000
   17   100    0.01603100     0.01322446    -0.14662400    -0.12095417     0.00000000     0.00000000
   18    19    0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
   18    20    0.21935100     0.45832796     0.80575100     1.68364141     0.00000000     0.00000000
   18    21    0.80575100     1.68364141    -0.21935100    -0.45832796    -0.00000000    -0.00000000
   18    22    0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
   18    23    0.10439300     0.45065473    -0.02231000    -0.09631203     0.00000000     0.00000000
   18    24   -0.02231000    -0.09631203    -0.10439300    -0.45065473     0.00000000     0.00000000
   18    25    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000
   18    26    0.00000000    -0.00000000    -0.00000000     0.00000000    -0.00000000    -0.00000000
   18    27   -0.00000000     0.00000000    -0.00000000     0.00000000    -0.00000000    -0.00000000
   18    28    0.19916400     0.05808187     0.47894600     0.13968277    -0.00000000    -0.00000000
   18    29    0.47894600     0.13968277    -0.19916400    -0.05808187    -0.00000000    -0.00000000
   18    30    0.00000000     0.00000000    -0.00000000     0.00000000    -0.31978800    -0.12713266
   18    31    0.00000000     0.00000000     0.00000000     0.00000000     0.12053000     0.04791877
   18    32    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
   18    33    0.70890200     0.39218584    -0.17560400    -0.09714997     0.00000000     0.00000000
   18    34    0.17560400     0.09714997     0.70890200     0.39218584    -0.00000000    -0.00000000
   18    35   -0.04544800    -0.04160199    -0.16659200    -0.15250547     0.00000000     0.00000000
   18    36   -0.16659200    -0.15250547     0.04544800     0.04160199     0.00000000     0.00000000
   18    37    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
   18    38   -0.00000000    -0.00000000    -0.00000000     0.00000000    -0.00000000    -0.00000000
   18    39    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000
   18    40   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
   18    41   -0.03285900    -0.01451483    -0.10625600    -0.04694151    -0.00000000    -0.00000000
   18    42   -0.10625600    -0.04694151     0.03285900     0.01451483     0.00000000     0.00000000
   18    43    0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.02694700     0.01626077
   18    44    0.00000000    -0.00000000    -0.00000000     0.00000000    -0.06840900     0.04127867
   18    45   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000
   18    46    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
   18    47   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
   18    48   -0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
   18    49   -0.01221500    -0.00705348    -0.04320400    -0.02495127     0.00000000     0.00000000
   18    50   -0.04320400    -0.02495127     0.01221500     0.00705348    -0.00000000     0.00000000
   18    51    0.05865800    -0.01853371    -0.00751800     0.00237585    -0.00000000    -0.00000000
   18    52   -0.00751800     0.00237585    -0.05865800     0.01853371    -0.00000000    -0.00000000
   18    53    0.00000000    -0.00000000    -0.00000000    -0.00000000     0.84200700     0.36505595
   18    54    0.00000000     0.00000000    -0.00000000    -0.00000000     0.69151500     0.29980844
   18    55    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
   18    56    0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
   18    57   -0.01284100     0.01215449     0.00169100    -0.00160031    -0.00000000    -0.00000000
   18    58    0.00169100    -0.00160031     0.01284100    -0.01215449    -0.00000000    -0.00000000
   18    59   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.03458200     0.04263320
   18    60   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.04324400    -0.05331242
   18    61   -0.24127000    -0.13154632     0.01596200     0.00870330    -0.00000000    -0.00000000
   18    62   -0.01596200    -0.00870330    -0.24127000    -0.13154632     0.00000000     0.00000000
   18    63   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.14574200     0.13234899
   18    64    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.27442300    -0.24920541
   18    65   -1.04776600    -0.51039113    -0.06942000    -0.03381546    -0.00000000    -0.00000000
   18    66    0.06942000     0.03381546    -1.04776600    -0.51039113    -0.00000000    -0.00000000
   18    67    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
   18    68   -0.03509600    -0.01433942     0.00338700     0.00138296     0.00000000     0.00000000
   18    69    0.00338700     0.00138296     0.03509600     0.01433942     0.00000000     0.00000000
   18    70   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.19438100     0.12089671
   18    71    0.00000000     0.00000000    -0.00000000    -0.00000000     0.20791000     0.12931209
   18    72    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
   18    73    0.04807300    -0.01313364    -0.00583900     0.00159458    -0.00000000    -0.00000000
   18    74   -0.00583900     0.00159458    -0.04807300     0.01313364    -0.00000000    -0.00000000
   18    75   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
   18    76    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000
   18    77    0.13206900     0.06899818    -0.01523300    -0.00795857    -0.00000000     0.00000000
   18    78   -0.01523300    -0.00795857    -0.13206900    -0.06899818    -0.00000000     0.00000000
   18    79    0.40560000     0.15943085     0.31391600     0.12339251     0.00000000     0.00000000
   18    80   -0.31391600    -0.12339251     0.40560000     0.15943085     0.00000000     0.00000000
   18    81    0.00000000     0.00000000     0.00000000     0.00000000     0.13093000     0.15037902
   18    82    0.00000000     0.00000000     0.00000000     0.00000000    -0.32021500    -0.36778229
   18    83   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.11831400    -0.03700542
   18    84    0.00000000     0.00000000     0.00000000     0.00000000     0.04136500     0.01293752
   18    85    0.17666200     0.07919441    -0.02655100    -0.01190300     0.00000000    -0.00000000
   18    86    0.02655100     0.01190300     0.17666200     0.07919441    -0.00000000    -0.00000000
   18    87    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
   18    88   -0.00598500     0.00591570    -0.01943800     0.01921223    -0.00000000    -0.00000000
   18    89   -0.01943800     0.01921223     0.00598500    -0.00591570     0.00000000    -0.00000000
   18    90    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000    -0.00000000
   18    91   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000     0.00000000
   18    92    0.33843900     0.08556024    -0.03934000    -0.00994557    -0.00000000     0.00000000
   18    93   -0.03934000    -0.00994557    -0.33843900    -0.08556024    -0.00000000    -0.00000000
   18    94    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000    -0.00000000
   18    95    0.00000000     0.00000000     0.00000000     0.00000000    -0.03210600    -0.01775924
   18    96    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.09500000    -0.05255006
   18    97   -0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
   18    98   -0.06525100    -0.04099587    -0.17812400    -0.11190947    -0.00000000     0.00000000
   18    99    0.17812400     0.11190947    -0.06525100    -0.04099587    -0.00000000     0.00000000
   18   100   -0.14662400    -0.12095417    -0.01603100    -0.01322446     0.00000000     0.00000000
   19    20   -1.35823900    -2.97114566     1.05222600     2.30175415    -0.00000000    -0.00000000
   19    21   -1.05222600    -2.30175415    -1.35823900    -2.97114566    -0.00000000    -0.00000000
   19    22   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.79196800     4.49743102
   19    23    0.66914100     0.46995657     0.77165000     0.54195089     0.00000000     0.00000000
   19    24   -0.77165000    -0.54195089     0.66914100     0.46995657     0.00000000    -0.00000000
   19    25   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
   19    26   -0.00000000     0.00000000    -0.00000000     0.00000000     0.16851800    -0.99767009
   19    27   -0.00000000    -0.00000000    -0.00000000     0.00000000    -2.13580000    -1.12455739
   19    28    0.47448300     0.06293600    -0.27853600    -0.03694182     0.00000000     0.00000000
   19    29    0.27853600     0.03694182     0.47448300     0.06293600    -0.00000000    -0.00000000
   19    30   -0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
   19    31    0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
   19    32   -0.00000000    -0.00000000     0.00000000     0.00000000     0.67160500     0.27340367
   19    33   -0.33503700    -0.27584996    -0.41254500    -0.33966559     0.00000000     0.00000000
   19    34   -0.41254500    -0.33966559     0.33503700     0.27584996    -0.00000000     0.00000000
   19    35    0.56045100     0.69022904    -0.43370000    -0.53412781    -0.00000000    -0.00000000
   19    36    0.43370000     0.53412781     0.56045100     0.69022904     0.00000000     0.00000000
   19    37   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.28933300    -0.05295711
   19    38    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.70320400    -0.41325000
   19    39   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -1.01824300     0.04918199
   19    40   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -1.22857900    -0.31864944
   19    41   -0.10460100    -0.12366358     0.07546700     0.08922152     0.00000000     0.00000000
   19    42   -0.07546700    -0.08922152    -0.10460100    -0.12366358     0.00000000     0.00000000
   19    43   -0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000
   19    44   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000     0.00000000
   19    45   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.16385500     0.02347379
   19    46   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.43881400     0.18972530
   19    47   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000     0.00000000
   19    48    0.00000000     0.00000000     0.00000000    -0.00000000     0.00958600    -0.01499574
   19    49   -0.01763100    -0.05234807     0.01338600     0.03974461     0.00000000     0.00000000
   19    50   -0.01338600    -0.03974461    -0.01763100    -0.05234807    -0.00000000     0.00000000
   19    51    0.08646900     0.24568072     0.08441000     0.23983181    -0.00000000    -0.00000000
   19    52   -0.08441000    -0.23983181     0.08646900     0.24568072     0.00000000     0.00000000
   19    53    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
   19    54   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
   19    55    0.00000000     0.00000000     0.00000000     0.00000000     0.01621000     0.00727970
   19    56   -0.00000000    -0.00000000     0.00000000     0.00000000     0.09010700    -0.10923755
   19    57   -0.48808500    -0.09843311    -0.47977700    -0.09675683    -0.00000000    -0.00000000
   19    58    0.47977700     0.09675683    -0.48808500    -0.09843311     0.00000000    -0.00000000
   19    59   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000    -0.00000000
   19    60    0.00000000     0.00000000     0.00000000    -0.00000000     0.00000000     0.00000000
   19    61    0.02496700     0.03335278     0.02154400     0.02878128    -0.00000000    -0.00000000
   19    62    0.02154400     0.02878128    -0.02496700    -0.03335278     0.00000000    -0.00000000
   19    63    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
   19    64   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
   19    65   -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000
   19    66    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000
   19    67   -0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
   19    68    0.00446900    -0.00808674     0.00409800    -0.00741447    -0.00000000     0.00000000
   19    69   -0.00409800     0.00741447     0.00446900    -0.00808674     0.00000000    -0.00000000
   19    70    0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00000000
   19    71    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
   19    72   -0.00000000    -0.00000000    -0.00000000     0.00000000    -0.42913200    -0.00924535
   19    73   -0.11935100    -0.01563688    -0.11498200    -0.01506497    -0.00000000    -0.00000000
   19    74    0.11498200     0.01506497    -0.11935100    -0.01563688     0.00000000     0.00000000
   19    75    0.00000000     0.00000000    -0.00000000     0.00000000    -0.14673800    -0.08219484
   19    76   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.34178900     0.08117063
   19    77   -0.13060400    -0.01639483    -0.12431100    -0.01560416    -0.00000000    -0.00000000
   19    78    0.12431100     0.01560416    -0.13060400    -0.01639483     0.00000000     0.00000000
   19    79    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000
   19    80   -0.00000000    -0.00000000     0.00000000    -0.00000000     0.00000000     0.00000000
   19    81   -0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
   19    82   -0.00000000     0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000
   19    83   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
   19    84    0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000     0.00000000
